,microGridType,Iteration,PowerLossDev,FreqDev,DVmin,DVmax,DP,DQ,Imax,PowerLossMean,ObjFunc
30,mg1,30,4.496458479707529,0.00010041314779551444,4.4700081882837474e-05,0.00023525112583822167,0.6784922754895986,0.6517568513016238,1.2536870670388933,2.1175252554927937,1.0115392911275944
31,mg1,31,4.127041244474784,3.2309987382781756e-05,0.00016114452962288925,5.2429716027082565e-05,0.22707644019727943,0.038704383809334636,0.5261376233084581,2.0288238609526017,0.7027436537175556
32,mg1,32,4.16351263056432,2.7155695358070857e-05,0.00017628997382260832,7.87343977517095e-05,0.3935969396503726,0.03495482089182491,0.43588292743388746,2.0377644935905845,0.718318499801048
33,mg1,33,4.231314541735635,5.047772149625867e-05,0.0001650534570729244,0.00019713607326245748,0.6941863501394203,0.06319582205808806,0.7948799815047223,2.054263345109084,0.8262841946699567
34,mg1,34,4.278926519063695,3.3372057066591495e-05,0.0004702520159943548,6.348280293925602e-05,0.745210227095943,0.40149214247626475,1.3433554468038233,2.0658348483504105,0.9670787774736752
35,mg1,35,4.312873399139154,2.9634043065212405e-05,7.284856472539698e-05,0.0002285346611859537,1.0531936948197895,0.1867189844682774,1.359479553305337,2.073939639467804,0.9875138070002193
36,mg1,36,4.217435551339009,0.0002756171752883917,0.00016425706577739165,0.0005851637421829694,0.3498084278166072,0.12365697261777446,0.8779344784955183,2.050907819737051,0.795694352607451
37,mg1,37,4.099678097406999,0.00026543626919496056,0.00033051736778628256,0.00022683993155402603,0.20477647401734045,0.038571384022137056,0.27308690003993313,2.0220834519326405,0.6595622355792778
38,mg1,38,4.243513514210869,0.0006904996388922351,5.284060636745756e-05,0.00031077158269527305,0.14679905189597878,0.07857799802217388,0.36624777031114575,2.057235061268278,0.6908846351811604
39,mg1,39,5.0046282900420795,1.6931625709851358e-05,0.00022734820659693074,0.0012428839551554467,0.67840680782364,1.609948409723615,2.190173433731737,2.2334643018111793,1.3549491578726476
40,mg1,40,4.195654077143144,0.00014676155080494408,0.00023415435972114014,0.00013018426760860017,0.6573182189104401,0.10955009720685702,0.8007624428356176,2.0456023412249476,0.8233994194677419
41,mg1,41,4.7178898874635395,5.465333560736065e-06,1.3589190554907438e-05,0.0015069113182800888,0.9972655942486504,1.0479459941728224,2.5329751133837752,2.1690645081067856,1.328228936444455
42,mg1,42,4.305280619134133,0.0002568497096624567,2.9258533862350533e-05,0.0002667008807612167,0.4298938824947295,0.14725951238045662,0.9049986788358017,2.072223090067179,0.8268550717099153
43,mg1,43,4.156274284431242,0.00020947950305235045,0.00016184880884164752,0.00025623684306927603,0.15974073197959435,0.06332049256157614,0.5378341831304752,2.036083395228611,0.7025424653225502
44,mg1,44,4.20923019426087,3.8120544570309075e-05,0.0005212591876442628,0.00014474838689855217,0.8004069899335928,0.04960561997473021,1.4046751602833507,2.0489423559182103,0.9235174417959511
45,mg1,45,4.3450651275613295,0.00010918961556960104,4.577405228327895e-05,0.00031859634201381103,0.4326647656928393,0.27598866037167286,0.9105545483941285,2.0816854363480823,0.8521066660042624
46,mg1,46,4.118624720060164,0.000168202191055453,0.0003343300189313771,8.785048049566665e-05,0.13218954883440498,0.1066802490234358,0.47719175757245996,2.0267768841413907,0.690753808311564
47,mg1,47,4.144318913836588,0.0007670637848964572,0.0001320722653981659,0.00027780693041205823,0.135072628966801,0.02190546609752596,0.4542967187449033,2.0330084411053235,0.6795386672323607
48,mg1,48,4.160649774956125,3.1169155834147235e-05,0.00015056498798033822,0.00039154924181250794,0.2758117625297249,0.047685322139220894,0.702998475965009,2.0370354249715845,0.7411026598536724
49,mg1,49,4.189746430552115,0.00031862757200974706,0.0002394223768549576,0.0003176272511423688,0.1874957169261926,0.19129579549316264,0.7054637785602949,2.0441556055610013,0.7535539141045388
50,mg1,50,4.273557417433045,0.0002559503933605154,3.429463571155504e-05,0.0004709502226838692,0.11808159945785622,0.1547653679302241,0.4222125448689856,2.0644559376586953,0.7099111607059809
51,mg1,51,4.308100429697948,0.00013432912460892678,0.00015251012658030737,0.0010895412536450085,0.545365658161034,0.09591754405318006,1.1032978689775073,2.0728842218172505,0.8648654116277861
52,mg1,52,4.809123334187849,1.6304861889538154e-06,0.0003262866546242778,0.003456907172828286,1.1656203131932372,0.9323429455986993,1.9398808745846918,2.189675257106231,1.2643931845540168
53,mg1,53,4.185151980312323,1.2540656916261832e-05,0.0012554115335770796,0.00029130639846596163,0.9428232777469412,0.9671015719326149,2.5003214438745585,2.043107899956205,1.228136790350771
54,mg1,54,5.4299568311409026,3.888013494143005e-07,0.0031727723340838946,3.826740239277803e-05,2.3635827760993275,5.974429016807278,9.237909951335746,2.325678023758961,3.2870128577030115
55,mg1,55,4.113342016508362,0.00012033343074903127,0.00025914448549258396,2.403375977411848e-05,0.5655648002269077,0.12931294088200262,0.7267716039194057,2.0254936512377206,0.790770696173242
56,mg1,56,4.142482775348248,0.0002038320569525539,0.0001989416337794138,0.00014245386237191573,0.5085977039570859,0.01035628691045268,0.6592112134838031,2.0325781465781576,0.7601704581789562
57,mg1,57,4.1406311583221465,2.4508473357490378e-05,0.00022746647444806922,3.194618239257608e-05,0.8388758721027394,0.050308157264437804,1.071678989994433,2.0321728241993107,0.8716825855448508
58,mg1,58,4.680189396696317,7.248605311397841e-05,5.990772683464741e-05,0.0004714386124705822,0.5506711342149919,0.7601792738340024,1.7510948112121318,2.1603999383606336,1.1061054926214087
59,mg1,59,4.206234251124606,0.00044253587266729154,0.00010864349237797293,0.0005265738475999829,0.21219886447169045,0.024391808224098147,0.3251134985403054,2.0482038121984223,0.6812880250819064
60,mg1,60,4.3643274887244345,5.0588938463969795e-05,0.00017514836485508787,0.0005331413719229581,0.562763100570796,0.13738822326709607,1.1103734633608127,2.086268223270627,0.882230164942626
61,mg1,61,4.164154151028471,6.27057315463927e-05,0.0002556885838575582,0.0005587370741003615,0.2973946366999084,0.02833030108452393,0.49111241977414843,2.037917134191571,0.7116955199966509
62,mg1,62,4.181106299526153,0.0005660082681463822,8.594956824039396e-05,0.0004809787980321012,0.2031505228842685,0.027002692102232592,0.5675905653633504,2.042025331176356,0.7114261452157749
63,mg1,63,4.430774089053279,6.048424482030813e-05,4.9350356640186526e-05,0.0016082193539874777,0.6851773609762256,0.1915286617776289,1.2507059165241805,2.1021307488653638,0.9371291546123945
64,mg1,64,4.048472581579933,0.0004921008176403473,0.0004694892149663039,2.3328120284324504e-05,0.15119506572596528,0.10440749286642272,0.46516702494685824,2.0094162864394187,0.6814610118960099
65,mg1,65,4.229891531969529,0.00016540498957984506,0.0002588640031832614,3.697742144168735e-05,0.25731154115595395,0.4796392361809165,0.7009327752038041,2.0539403756204715,0.8097480472749155
66,mg1,66,4.1285976884796876,0.00010769927444341766,0.00023457229129033246,5.804188113893746e-05,0.3477880340068693,0.01666126158501838,0.3910182488088165,2.029226312545055,0.6977807923324664
67,mg1,67,4.24421614503233,7.71986872095496e-05,0.00040739275997239027,0.00014174008212528182,0.6993591697179536,0.18947236045178056,1.4626858428806675,2.057426263927731,0.9423371213731484
68,mg1,68,4.132918924194194,1.4664165241100482e-05,0.0005606475566769004,8.356439868748567e-05,0.7265290711790889,0.05917727611579348,0.78048600017705,2.030357335335451,0.8142528782552475
69,mg1,69,4.574681681270383,2.425711931473617e-05,1.963115207294304e-05,0.00038027966767737907,1.2652089922253065,0.9753096589862168,1.8916303389180007,2.1358578758522633,1.243893548476996
70,mg1,70,4.197031934173335,2.861657795595168e-05,0.00017919376828237608,5.2080031617136206e-05,0.19610630769459422,0.23129197689035114,0.5399909564076555,2.0459725029332025,0.7378115807919704
71,mg1,71,4.169285553085157,0.00011186410167315295,0.0003084326348600298,0.00026075591928691644,0.211363769070207,0.20228811342503095,0.7250417515621189,2.039199222140871,0.7583800342569049
72,mg1,72,4.252678507838718,2.2699829834538288e-05,0.0003093628873857826,0.0006026313450708625,1.2035026507593918,0.027481309558362504,1.2448877268161826,2.0594031700038595,0.9613549841478495
73,mg1,73,4.162229944811051,0.00020575046778263163,0.00010218208721109138,0.00018764945390492912,0.13433634732570757,0.022297290637570664,0.4485224358499767,2.0375216188729635,0.6811259429476008
74,mg1,74,4.219401509966521,4.4265441572363945e-07,0.0004101951711733323,0.0005331895010268027,1.319712011168827,0.04576065225801988,1.385156271141494,2.051327430522342,0.9958534674087824
75,mg1,75,4.550237082469617,0.00029623286301117593,5.3540127112777006e-06,0.0007509100290571059,0.18439679315398655,0.8383921923987074,0.8644843955389778,2.1302353763693436,0.9197947086380098
76,mg1,76,4.1705512163542515,0.0003855351059140052,7.356081497156706e-05,0.00020208830940740468,0.15168316642966997,0.011549370080645108,0.4761434409361123,2.0394699933300706,0.6872269111472817
77,mg1,77,4.14855079554835,0.00012035394033012971,0.0001315791709564721,9.80789114079849e-05,0.1940030273658435,0.05040465050265566,0.5505249598664601,2.0341078722015533,0.7062619207580004
78,mg1,78,4.991905599526924,0.00010229305267803341,0.0003080708443598168,0.0004594655330054554,0.43345292385558865,2.0174671932186516,2.1984855336612843,2.2307953638818825,1.3774544399560702
79,mg1,79,4.271867442027812,0.00012962292544624405,0.00012934499035756488,0.0003007751556342574,0.41708990740895385,0.09810256311142004,0.9466553494473853,2.0640484947644606,0.8191821435810013
80,mg1,80,4.383156235683059,3.6289515727070666e-05,0.00021605690531945745,0.0016508622869787991,1.0083727259846533,0.1459459964045316,1.7083653415986824,2.0907470538811332,1.0353919297684215
81,mg1,81,4.250064993877856,0.00011573738514213843,0.00028728681489372567,0.001011593001961715,0.40695171286485915,0.16474936605578294,0.580010742465719,2.0587954088642957,0.7718844903523162
82,mg1,82,4.349911027601728,1.1263648702510205e-08,0.0002543752499039039,0.0002959097268823092,1.675358468633916,0.2834591350656705,2.1535220250651106,2.0828262452743407,1.2089715646581227
83,mg1,83,4.344281253383682,0.0001851127430295282,1.5213961500596125e-05,0.0003723610692761387,0.6149912495033837,0.206191848670534,0.771286595356178,2.0814501712494393,0.8481890906696548
84,mg1,84,4.167635294114185,8.295711831995403e-05,0.0001603216199265458,9.81131848904988e-05,0.32076700273766556,0.023262954912375105,0.368432618000449,2.0387916717130534,0.6972056088125445
85,mg1,85,4.473444767477649,1.0223765481372985e-06,0.0001518352715832718,0.001223789080300672,1.7108120900589663,0.23268090859478316,1.8990414130082296,2.112200343680668,1.1881936894097227
86,mg1,86,4.200140771534573,0.0003461800980565418,7.795141222770142e-05,0.00017905812539327338,0.19232959617854753,0.0482857944713325,0.44403879335930674,2.046652987882638,0.6979140207399197
87,mg1,87,4.1532779628210355,0.00016857353441609253,0.0001352271633104884,0.00010845335648214986,0.21768710542910522,0.0365349699212739,0.3290074813164638,2.0351928976914926,0.6767028247917267
88,mg1,88,4.160879763668487,0.0004381686706057924,0.00011646751450042112,0.0001624465592192855,0.23169713230554492,0.06086683808645044,0.33862438943028,2.0371410149173834,0.6846836008907269
89,mg1,89,4.129828879314754,0.00036067523659786166,0.00014427257367981942,0.0001952480179790064,0.08230438256735664,0.03496485378276145,0.3709469926862001,2.0295457118695897,0.6598207577399042
90,mg1,90,4.33607316555056,5.357183416407009e-05,5.453237842327361e-05,0.00024839704132858484,0.6751772600929642,0.22597645336548242,1.4509367380084945,2.079527787125763,0.955502874038774
91,mg1,91,4.276959189794795,3.8717185318565034e-05,0.000180554897418746,0.00022120590269675785,0.531905323318754,0.06847063020936765,0.7018215594803041,2.0652996106448547,0.7970853115412364
92,mg1,92,4.222199966102749,0.0005220715192859815,0.00010023312747831127,0.00021748084153715996,0.09865632225529951,0.14983044795632866,0.3009588374059752,2.0520150439950964,0.6817836227440933
93,mg1,93,4.297123493217647,2.4421329885292052e-05,8.024628231774742e-05,0.00020953023580525104,0.5890737237871816,0.15578257213551672,0.7892009499691689,2.070130593721395,0.8330707052796462
94,mg1,94,4.117302189763134,3.9295083010557164e-05,0.00027681941564565595,9.209948516465913e-05,0.3683962402782919,0.042364264062158784,0.4231036847733515,2.026460422698211,0.7073677989801082
95,mg1,95,4.1284929861930175,8.269286165414273e-05,0.00022485092383617395,0.00014601491862172668,0.139423316389349,0.04295500162618523,0.3716888393234901,2.029263948976681,0.669001957462308
96,mg1,96,4.23677347641019,8.930677900152275e-05,0.00010733391343897505,0.00023327032659999612,0.31928482148577136,0.12111265864000798,0.4357831604900245,2.0555443004042098,0.730483432577862
97,mg1,97,4.176441617653634,0.0002953711304739182,0.00017274724437616972,0.0001272916528961766,0.4214018254625524,0.1453915991277444,0.5600338678273592,2.04096434313974,0.7576949028712908
98,mg1,98,4.151599173158399,0.0008345155420778654,0.00013714317699799178,0.0001541363773828664,0.11861998206487223,0.028258820294556144,0.42245116130791244,2.034847069082688,0.6745792759888853
99,mg1,99,4.436364238695564,4.654226675134543e-06,0.0013532327801707503,0.0004482358139969993,1.3962214048558512,2.0880441938745986,4.110298457446262,2.1033532896953866,1.7189620596704456
100,mg2,0,764.784606982841,0.6942779511386834,2.2015243921168846e-09,3.507711542192503e-09,102.44736700989162,5.855381369275128e-07,105.9432565402208,23.69110050894911,139.12421558219134
101,mg2,1,770.7748934909248,0.8433538849468007,4.6201494991797e-09,6.396390112332751e-09,195.74800541998266,1.883494757787554e-06,200.57212136546693,23.916687258107693,166.8483394365475
102,mg2,2,819.048016551356,0.06197724787573738,2.755813072660644e-09,2.435376281738282e-09,545.8640435153162,3.5820031850195514e-06,553.6791303759919,24.089096405212885,274.09331018253346
103,mg2,3,719.1512763604355,1.3007535089414244,1.1996991236085912e-08,1.9986621377304064e-08,95.47246677391057,3.596833540635975e-06,98.74062189291256,22.43420790375927,130.66644602357388
104,mg2,4,769.3286711895665,0.05759313917975855,9.534031005558521e-09,1.2292863412299587e-09,182.9794082690671,5.885524985166272e-07,187.67346525518812,23.704618650484583,162.86273406461675
105,mg2,5,876.4065349358981,0.36022407326262484,1.6850971041118451e-09,3.8835499679978245e-10,228.74659983573812,3.379190047777894e-06,233.8605772745967,24.88619353985338,191.33913421439414
106,mg2,6,808.5656511028407,0.9405381060412185,1.4708481862353058e-08,2.0226265405003335e-08,111.5718980366901,6.383778765626417e-06,115.15052277835066,24.00779735834132,148.03265949180516
107,mg2,7,832.4699164741049,0.04723002938528628,5.105108595290658e-09,2.348411946487026e-10,578.7170032776139,9.993917196672306e-07,588.6250971753307,24.534395310790522,285.6941782801666
108,mg2,8,921.6635517837575,0.33976572410342887,3.1064531015422802e-09,3.717786963717235e-10,151.7729372143137,1.588394854202071e-06,155.9543348503619,25.52846642198826,175.6757987377728
109,mg2,9,761.7463720502957,0.10502025932528827,3.6223588462132188e-09,1.8447358398870026e-10,179.377336524461,1.9473517146949788e-07,185.00265340310682,23.86032515239759,160.8901974908187
110,mg2,10,937.3447840726138,0.07146432249031656,4.084801605766019e-09,1.9685830355588635e-10,260.7111176250953,5.993318542015252e-07,267.3370880458805,25.887256657888944,209.35206495281332
111,mg2,11,855.7862248952279,0.11485798514216107,2.547047194882125e-09,1.5597545247126403e-10,541.4064419474595,1.8143796805209838e-06,550.785422861567,24.480726828062206,278.2989927866399
112,mg2,12,791.6936716125183,1.0552720154894883,1.3951392960884823e-09,1.1725192594920573e-09,128.20134715919463,8.366110140460331e-06,132.81103902921865,23.630077308943527,150.5373340264427
113,mg2,13,850.3701451811208,0.08249207663729387,3.622960410758258e-09,1.2888406897454893e-11,260.08851331490365,1.0427559314918745e-06,266.73952143316467,24.808006763583506,196.75438186460264
114,mg2,14,815.4600939865401,0.31872550456780985,1.802160872356808e-09,7.131517399720848e-10,201.1246278546001,1.3277348698079392e-06,206.88004222280685,23.96474315962269,174.82621298553786
115,mg2,15,965.8333431979282,0.14050585063773613,8.10985861038469e-09,1.6398382101606578e-09,359.49374871279906,3.116596267081167e-06,365.73952014203405,25.61906458250363,241.60101728996355
116,mg2,16,825.3066724492277,0.006453275521941585,1.013413676876345e-09,7.045372344547435e-10,709.3348884168914,1.3308734782602239e-05,719.9856496001302,23.964555775030544,322.09052529317484
117,mg2,17,860.9550437703582,0.45292075634419426,1.289758475249781e-08,1.7542642618542645e-08,325.31253778633305,2.488690319665884e-06,331.2893138711656,24.673770510534638,216.85854552904738
118,mg2,18,892.9946218626329,0.3210628103697459,3.9970143153709205e-09,1.926280750877949e-09,286.7331063029043,9.739275957571572e-07,292.40509286421513,24.977790950754382,210.3505549742819
119,mg2,19,896.4270203739698,0.814599496723798,8.475894974496694e-09,1.3870866505917507e-08,230.2829470029874,1.5154011135930641e-06,236.42418836954047,25.29846995517289,194.84982239728132
120,mg2,20,972.33565623872,1.0822687025223692,9.609372685940734e-08,1.1406667666705328e-07,191.38784453744873,2.7224367769707793e-05,196.70302264484357,25.785269646270354,194.50125993686612
121,mg2,21,853.3478225382394,0.005705896663171679,1.505003058124637e-08,3.1004613925414753e-09,688.3623243190987,2.121355932794345e-06,697.4004615839139,24.691047017474926,319.87375949677454
122,mg2,22,884.0335541024152,0.12292473409501319,6.686245037311364e-09,9.246057762725787e-10,297.67389110710315,2.68305550163821e-07,303.55594528153847,25.116886449775997,212.1980450715812
123,mg2,23,864.6477830261624,0.7601672485390859,5.834261422214781e-09,9.58057363014876e-09,181.52166817003427,2.605665016573922e-06,186.91532843022992,24.512803588843525,176.26356421372083
124,mg2,24,784.7186392900957,0.10629914920590636,2.0678104820756177e-08,3.138729296540607e-09,470.298491934858,8.679870662304644e-07,477.7091349397017,23.65732470632639,247.54750945795217
125,mg2,25,882.4779188285194,0.09772970593703588,4.318884530644211e-09,7.336826052594278e-11,194.47276669736885,1.862498497878333e-06,199.1603734355126,24.736993555049768,182.31554150488978
126,mg2,26,817.5001164899921,0.5956435150107778,4.3365196213392945e-09,6.65251618783631e-09,159.66993446348133,3.89034475590498e-05,163.9263925874109,24.11962319940161,163.0988751386188
127,mg2,27,884.3463606414349,1.509441541768111,1.6831802532343925e-09,5.014108574864035e-10,128.6744369785876,2.1508169873955795e-05,132.5547529314387,25.204905652568865,163.86928765765478
128,mg2,28,844.7306728281494,0.220319263127063,2.9787001568756465e-09,3.8352816485218976e-11,332.4163570797748,7.386781677626721e-06,339.82404692180955,24.418289422456493,216.74162906895137
129,mg2,29,795.7096906437171,0.23177405228972378,4.40066819643365e-09,2.5269063146790456e-11,205.43589722284028,1.1127092017441485e-06,211.26320982475985,23.632572220300233,173.2343675515346
130,mg2,30,891.6631641560795,0.2181548385687057,4.7851742149327545e-09,4.0533277119244653e-10,357.45634825387685,3.2096981315394983e-07,363.9690663159078,25.536854528459777,230.47239055579902
131,mg2,31,782.6379736606973,0.6962175740813887,1.7824345674516136e-09,1.4488652334676878e-09,107.85185754249399,1.4784085364581916e-06,111.38789374094348,23.613614399253624,143.22484914283658
132,mg2,32,853.4023910576847,0.3054974911355236,3.0587174660143817e-09,2.1910013194419174e-09,391.6479634488941,1.4677160407128529e-06,398.26959497438236,24.510831177181405,234.80363549215176
133,mg2,33,830.1401706180005,0.03476508306573061,5.936994944182078e-09,2.6650971857622316e-10,458.83736897770626,1.7085709669258788e-06,466.1511680537165,24.389088131630103,250.73763920675194
134,mg2,34,830.2212033734036,0.00556285495546554,1.6021928942900463e-08,4.710906494158426e-09,405.9259139860511,1.2826948024599031e-06,412.83784470967106,24.241675973771745,235.5700751753584
135,mg2,35,801.7566024237261,0.3416343116935149,2.5135882747262575e-09,1.0173699005989163e-10,322.75267138307606,2.7878453661654406e-06,330.03590697254924,23.761022765634145,207.84097398307222
136,mg2,36,901.6556129374927,0.3541510335158242,4.8683887903728725e-09,4.0279398977699554e-09,153.6944752313449,4.122311422998862e-07,157.88912483620416,25.267731120405763,173.3704806370979
137,mg2,37,777.9827759621116,0.15872446254681194,6.732280355943965e-09,5.450790243459605e-10,204.70792856454537,5.476599948083197e-07,209.6161121315279,23.754410901956046,170.3522202393813
138,mg2,38,907.697126075435,0.4867961994136881,6.142214029107727e-09,4.608086938693832e-10,335.50199784553763,3.15102877682556e-05,341.6439499127348,25.20371110679631,226.47570022143026
139,mg2,39,890.5597417016729,0.19919991028469905,4.009093688635134e-09,2.2713227833569321e-10,205.68067016137311,3.35944300242963e-07,210.56812233996394,25.196965147121794,186.71539063621077
140,mg2,40,859.0422518459268,0.13841573141578414,3.0393703759495617e-09,5.791311951674774e-11,445.33558333395,1.2931670429799024e-06,453.9260776301736,24.70343324545834,251.2060471196758
141,mg2,41,864.9575870884114,0.09395288028354262,8.652718462245554e-09,2.9426430910793844e-10,199.021776705316,6.646898838192923e-07,203.80586358246393,24.69704977306915,181.1255972757302
142,mg2,42,796.7722140836225,1.2260856949057004,1.4962220717383064e-09,2.6211812733375562e-09,97.22202295270687,1.003613706810871e-05,101.34547274774478,24.310750611588944,142.3665436456049
143,mg2,43,957.5783835733104,0.2804894537044354,2.5411011833128452e-09,1.5409196141332832e-09,214.93909808768015,4.403202333727642e-05,219.7622184177369,25.4511314217579,198.93717622407675
144,mg2,44,795.6209522633261,0.43167272004650226,2.072398803067057e-09,1.5114878897496106e-09,241.71527318038923,2.2062603491941556e-06,246.97917854028205,23.836911721784745,183.5352969876983
145,mg2,45,907.9286946534025,0.7510669485116059,2.0494591809048742e-08,3.153209008984122e-08,291.9128560363421,2.0584897152656952e-05,297.58173777414515,25.51850067637845,214.02491086418928
146,mg2,46,947.3133110465454,1.3532041423571592,3.21049645268572e-08,4.873237185148033e-08,151.31500806275625,2.165240121737961e-05,155.35077842280106,25.68357821736982,179.33318905824265
147,mg2,47,839.2019641886229,0.0028386063588949715,7.219074602697194e-09,9.388330602852097e-10,719.9621800218146,6.5983562140902175e-06,730.9022330534806,24.31228797084939,327.152746068113
148,mg2,48,787.1152536771241,0.43081288828695624,2.4991197716748856e-09,9.803033042271244e-10,140.93887193765684,1.5025842653500508e-06,144.98371112792603,23.757596290272843,153.35266444815107
149,mg2,49,812.7707486046199,0.06360878863201262,2.4611972252038998e-08,5.297539696989732e-09,295.2953232220558,9.239645661833077e-07,301.1914563298743,24.026329272694007,201.33159112843663
150,mg2,50,833.3736859777721,0.6198878999882794,1.891882710758231e-09,2.4098407181897933e-09,248.23469788370997,3.83777540185392e-06,253.55230069452944,24.353796380217165,190.825796614011
