,microGridType,OptMethod,Size,Iteration,PowerLossDev,FreqDev,DVmin,DVmax,DP,DQ,Imax,PowerLossMean,ObjFunc
132,mg1,BO_LCB,200,2,9.976494207002047e-05,0.0003690176552738444,4.994555552388456e-06,2.096662853236754e-05,0.06309267174931436,0.0037966231154583354,0.6270422392646059,0.009914112491120258,0.6944262779108072
133,mg1,BO_LCB,200,3,9.519549232793971e-08,1.4502247801245318e-15,5.649284394823872e-06,3.7551665714380016e-06,0.14502247872198643,0.04073956036918879,0.4410397253583289,-0.00013739152249210297,0.6268112640959641
134,mg1,BO_LCB,200,4,0.00025377397039761236,0.0006453585617107616,9.2643286630458e-07,3.502553919723136e-05,0.0957799735405538,0.08566733472285741,0.7212115231403509,0.01581490788931082,0.9035939159079339
135,mg1,BO_LCB,200,5,3.396899954613843e-05,0.0008435604986824617,9.567565082123963e-06,1.3351815540947006e-05,0.12846105091125123,0.003609853718358376,0.6689186098287332,0.005759544467097959,0.8018899633371944
136,mg1,BO_LCB,200,6,6.905428518488721e-05,0.0003709328684840322,6.622744954046155e-06,1.5881550734623954e-05,0.08587829674132945,0.0015280176186971048,0.6941503714747873,0.008235014198969728,0.7820191772841715
137,mg1,BO_LCB,200,7,7.594140567675106e-08,1.4741336033036833e-15,5.280593420694091e-06,3.944101748897236e-06,0.14741336131689856,0.004734305310826513,0.4013790532206336,-2.2862233806638654e-05,0.5535360204849354
138,mg1,BO_LCB,200,8,1.5035335805406434e-05,8.125720647599656e-16,1.0110312817757735e-05,9.315138076729615e-06,0.08125720646431246,0.0004622800823771481,0.5329258579161341,0.0037965640934147804,0.6146798052495244
139,mg1,BO_LCB,200,9,0.0002738293917589039,0.0007951045845043911,1.3648537037488907e-07,3.9191622903731415e-05,0.0772237951654619,0.021065064997713667,0.6594091370551033,0.01641545026512711,0.7588062593028163
140,mg1,BO_LCB,500,0,0.00011322742077117888,3.4217513207790786e-05,1.5080767519400544e-06,2.292547247917023e-05,0.12482992632361882,0.008299409069421249,0.5844251821458366,0.01051022486906584,0.7177263960220868
141,mg1,BO_LCB,500,1,8.241612436091256e-05,0.0004425352675955225,3.277676482313518e-06,1.8691085964217066e-05,0.08539129590193671,0.0102203490727406,0.5775908300797434,0.008921018415351426,0.6737493952088237
142,mg1,BO_LCB,500,2,1.325459352174628e-05,0.0003375824098578902,9.586868987351316e-06,9.278760404177157e-06,0.13475759582805136,0.008182038085364336,0.6189407886862667,0.003548905845409387,0.7622501252324535
143,mg1,BO_LCB,500,3,0.00011602982643719625,0.0005164852155585167,3.923525767663976e-06,2.3224663815509048e-05,0.09953095432698177,0.003957062100743652,0.6470057353852448,0.010675095790152021,0.751153415044549
144,mg1,BO_LCB,500,4,1.123438691383109e-06,1.4679926154733228e-15,4.317200443865534e-06,4.904844157960295e-06,0.14679926248766365,0.0010380464900692852,0.39956222432397887,0.000782008842580193,0.5474098787850065
145,mg1,BO_LCB,500,5,1.7960694019211428e-05,0.00029677402965423396,8.775984916739234e-06,8.800778976427108e-06,0.11011837099485476,0.0027274942493447298,0.6629112078194328,0.0041246994316231,0.7760893845511989
146,mg1,BO_LCB,500,6,6.89065435227174e-05,0.000374007963441479,6.59479413386088e-06,1.5864983016727967e-05,0.08659024205461974,0.0015197033360772976,0.6902765932167803,0.008236338971330486,0.7788519128915921
147,mg1,BO_LCB,500,7,6.027386652550198e-06,0.00022527669790723981,1.4074772992532174e-05,7.80997053011467e-06,0.08035936855962748,0.0010788749962184858,0.6164131709837173,0.0023971171506052876,0.6981046033676457
148,mg1,BO_LCB,500,8,2.8220703807479574e-06,0.0003888963336376273,1.975471322591948e-05,5.643821983906181e-06,0.07005973947933614,0.0021967529808080894,0.6472167432752374,0.001599751578583969,0.7198903526746098
149,mg1,BO_LCB,500,9,1.0911542879528662e-05,0.0009060393877067897,1.983070177516507e-05,8.082711166531009e-06,0.11541780030070604,0.0023898436920090807,0.6597630976323029,0.0032354576606108522,0.7785156059685461
150,mg1,BO_LCB,1000,0,8.543203930657028e-05,1.4470714323062276e-15,3.005713355281114e-09,1.8252865518666216e-05,0.14470714418989752,0.003967412298516698,0.400932243702567,0.009005309716775272,0.5497104881015213
151,mg1,BO_LCB,1000,1,3.771318917213066e-05,0.0007708507672033123,9.68981067930316e-06,1.3423883040252683e-05,0.08594339640567726,0.0009582921994188969,0.6621899055564255,0.0060694463574893515,0.7499232718116167
152,mg1,BO_LCB,1000,2,1.611990486969946e-05,0.0005509420469634701,9.034762310620554e-06,1.0024899150891183e-05,0.12272347633400767,0.0006684835759312418,0.6054977686938031,0.0039434210056686365,0.7294758502170366
153,mg1,BO_LCB,1000,3,0.00011886402259299943,0.0005068624586753838,3.934068049022889e-06,2.3493970444399787e-05,0.0976765698315643,0.004059801581331878,0.6487483502018967,0.010827346076369513,0.7511378761345546
154,mg1,BO_LCB,1000,4,6.605312765811097e-05,5.272180660368578e-16,4.715710995879759e-05,1.4005417767853447e-16,0.05272180660474331,0.014005417755455619,0.6218539081429092,-0.008106389501676657,0.6886943427407257
155,mg1,BO_LCB,1000,5,0.00010108538893845462,0.0007514741086390814,4.747489756930482e-06,1.645325457809044e-05,0.08273639987134296,0.11122865875915118,0.6491942653435531,0.00998135401135256,0.8440330842159597
156,mg1,BO_LCB,1000,6,4.516111118318843e-06,1.46411627255574e-15,3.2147129099767853e-06,6.286384053713103e-06,0.14641162842568295,0.0003084638462507577,0.3990840301889067,0.0019286555255487229,0.5458181396689239
157,mg1,BO_LCB,1000,7,2.6121417542748265e-07,1.4555963666487241e-15,5.07049957044316e-06,4.0559748513503796e-06,0.14555963731449317,0.025391236524745387,0.41875052046621075,0.0003124493447263632,0.589710781994048
158,mg1,BO_LCB,1000,8,8.50556873294762e-05,0.0011573787818487666,6.455495799930217e-06,1.8988251335913994e-05,0.051439057013603254,0.001371219176078725,0.6153424041451057,0.009150298783576715,0.6694205585511018
159,mg1,BO_LCB,1000,9,6.659646136869384e-05,0.00040811400001108846,2.977958672398412e-06,1.5487595531871727e-05,0.12143681493471281,0.004030494749409365,0.6591075244429916,0.008081279107998565,0.7850680101426978
160,mg1,BO_PI,100,0,6.960063756162892e-05,0.0002495311025088797,6.184170232359017e-06,1.670614595082297e-05,0.07356119850814291,0.003404761923957158,0.615396901002138,0.008203930395511516,0.6927048834904916
161,mg1,BO_PI,100,1,6.124695410902851e-06,0.0005278553874633079,1.3568272364721315e-05,7.447120490638488e-06,0.07177634437708046,0.0013009931026614152,0.5864624439922828,0.002390895842491818,0.6600947769477542
162,mg1,BO_PI,100,2,9.099470229142814e-05,0.0001389136797941815,4.25867964936844e-06,1.907088968121983e-05,0.07434724700639121,0.01393797010394071,0.6086861288662988,0.00937063141917178,0.6972245839280469
163,mg1,BO_PI,100,3,5.5267494850194924e-05,0.0007389152928840438,6.584028666893992e-06,1.590815389373848e-05,0.06680161685957044,0.0018914922182520168,0.6061180063819849,0.007337636474493192,0.6756277904301022
164,mg1,BO_PI,100,4,7.282224480693436e-05,0.0010692610406254595,7.900378018898726e-06,1.6842754891550354e-05,0.05854607219633873,0.016893211734807363,0.6433910478302007,0.008430633107911787,0.7199971581796897
165,mg1,BO_PI,100,5,6.794765212468157e-07,0.0007129760081499394,2.2369007071733697e-05,4.569185323868395e-06,0.055278468303674604,0.015154099756808204,0.6317517011986038,0.0004941764418785999,0.7029248629361534
166,mg1,BO_PI,100,6,2.9557187107159714e-05,0.00037863194447671736,5.191397830792458e-06,1.1856356710035063e-05,0.08790741656409418,0.008373207498089766,0.5241677451365501,0.0052930847732443635,0.6208736060848588
167,mg1,BO_PI,100,7,1.483010138794682e-06,0.000217329599402903,1.5610290268768173e-05,5.7290327116986585e-06,0.07110384171913212,0.0017449169214155307,0.5723004903292567,0.0011083036723335794,0.6453894009023264
168,mg1,BO_PI,100,8,5.5406430333698124e-05,0.001184445459136871,8.603127396463567e-06,1.547553133483047e-05,0.052642020450644436,0.0012870929345068685,0.6181758297083171,0.007359943577509745,0.6733688736416702
169,mg1,BO_PI,100,9,7.456339311122921e-05,0.0003357954207893884,2.7127916959419016e-06,1.8356112914802188e-05,0.09551147341986758,0.002382714194818354,0.5631116600591743,0.008515965678866956,0.6614372753923716
170,mg1,BO_PI,200,0,1.370511750472507e-05,0.00038134676843057364,1.100577440866729e-05,8.957441854415746e-06,0.07320020172046902,0.0016937232633253722,0.5838533664790748,0.0036225140980458326,0.6591623065650677
171,mg1,BO_PI,200,1,5.267754178708914e-07,0.0012141528405880434,2.4470690528451877e-05,3.6942980993960505e-06,0.054409266063904865,0.00483907935609787,0.6153387467141311,-0.00063590415010231,0.6758299367387677
172,mg1,BO_PI,200,2,0.00014709040876853248,0.00020875917954167738,1.2779175043281728e-06,2.6428510414560185e-05,0.07547625476863519,0.009592866736925353,0.5813121184970924,0.01203164061854356,0.666764796018882
173,mg1,BO_PI,200,3,5.635852728353448e-06,0.00022069154882020672,1.0636343649355728e-05,7.4295626014686635e-06,0.08916075276415857,0.0015641979654213416,0.5464705580972692,0.002265634949266091,0.6374399021346484
174,mg1,BO_PI,200,4,2.949608670638709e-05,0.00027308405190210896,1.280900163665504e-05,1.2106155628283652e-05,0.08398303413898914,0.0019458573462294705,0.6804536432181354,0.005359437856665483,0.7667100299992274
175,mg1,BO_PI,200,5,1.1723027615541886e-06,0.0006660036273751155,2.4029414091688923e-05,4.944533495257238e-06,0.07877022663116884,0.009057457597241475,0.6278279590522866,0.0009220669183907004,0.7163517931584205
176,mg1,BO_PI,200,6,2.9178929114590133e-05,0.0004380212086945262,1.1600398974323904e-05,1.185754937339713e-05,0.05924836224742269,0.000618913265019759,0.6148454921871979,0.005341844234503257,0.6752034257857972
177,mg1,BO_PI,200,7,2.350148430015614e-05,0.0002486445807388973,8.949598561508291e-06,1.1125386177507676e-05,0.07862268421602189,0.0010014303622589078,0.5814700982956215,0.004774701916570936,0.6613864339236804
178,mg1,BO_PI,200,8,1.025311760531346e-05,0.00040160568488279775,1.1865876569733089e-05,8.284008612968393e-06,0.07681737146536706,0.004811664666977843,0.5844292660741898,0.0031129244642672314,0.6664903108942055
179,mg1,BO_PI,200,9,6.563954842800232e-05,0.001071134668694248,8.472547863056823e-06,1.6670050163824075e-05,0.05987552241995938,0.0009207699088986768,0.6247218167325254,0.00802024537214463,0.6866800258765325
180,mg1,BO_PI,500,0,6.574787525138643e-05,0.0001955463815834465,5.202333971580198e-06,1.6776085091490515e-05,0.07101792019234149,0.003278506351655193,0.5647497342265181,0.007996731672379413,0.6393294334464127
181,mg1,BO_PI,500,1,5.815973166776862e-05,0.0003513215666427041,9.933872676499685e-06,1.584485402384443e-05,0.08295003712466838,0.0009287501922496098,0.6237688995648758,0.0075643745627799195,0.7080829469068046
182,mg1,BO_PI,500,2,6.515165540041464e-07,0.00012492263882224542,1.1136559917132268e-05,5.462047614048313e-06,0.10540135383140027,0.0033665221794156345,0.5321771644243751,0.0007102600406315296,0.6410872131980985
183,mg1,BO_PI,500,3,7.59827464124562e-05,0.00040060619399065006,4.848568751661847e-06,1.858733646357907e-05,0.08921018618537434,0.0024231805061110793,0.6073128362662217,0.0086270345198556,0.6994462278033255
184,mg1,BO_PI,500,4,0.0001233050261156812,0.0005042457355987944,6.254389225496691e-06,2.3019900298506367e-05,0.07285599447864867,0.0037479275442277864,0.6992451662972179,0.011042715206663563,0.7765059133713328
185,mg1,BO_PI,500,5,3.4544264248251495e-05,0.0009883127434456808,1.222606621706956e-05,1.2377103669230418e-05,0.06445314770144626,0.004922414085255602,0.6416834205913545,0.005823919678022531,0.7121064425556367
186,mg1,BO_PI,500,6,3.351878797340219e-05,0.0010447694839285804,3.938408657584241e-05,2.0718593669126692e-07,0.0664082029199398,0.030423969954882772,0.6371077903584789,-0.00576066190239597,0.735057842777716
187,mg1,BO_PI,500,7,1.4966575617755015e-06,0.00036566952081831637,1.742672950179667e-05,5.471732413477937e-06,0.07034494524335465,0.0035721771566351117,0.5756836364783294,0.00112040516920913,0.6499908235186146
188,mg1,BO_PI,500,8,5.3444108008979695e-06,0.00034207829162597294,1.5253202291921305e-05,6.213466206502988e-06,0.08470539861641402,0.00634278486137655,0.6236054737998237,0.0021926390571117833,0.7150225466485395
189,mg1,BO_PI,500,9,7.13190852297633e-05,0.0005291346867526554,4.1970188036132835e-06,1.715457572481357e-05,0.07582060457125364,0.006671965209807998,0.5838968289307702,0.008380674257250774,0.6670112040783427
190,mg1,BO_PI,1000,0,0.00032306739792354423,5.067558357270695e-16,2.1130030812867518e-07,4.1462725814394505e-05,0.05067558357488811,0.025169182451226617,0.6199720197850377,0.01789181063168807,0.6961815272351989
191,mg1,BO_PI,1000,1,7.681604147133058e-07,1.4657373553835534e-15,4.562394608452925e-06,4.593889515675366e-06,0.14657373659289274,0.0014186729659931235,0.3992145640444799,0.0005147301258650214,0.5472168980479061
192,mg1,BO_PI,1000,2,2.4216384036341065e-06,0.00015848678936977495,1.851901153903077e-05,3.099168039868232e-06,0.11865918353438867,0.00421454336479786,0.5766291875624642,-0.0014751733737108103,0.699685441069003
193,mg1,BO_PI,1000,3,0.0001181991969314246,0.0005146782368198182,3.926391906852058e-06,2.3449230262446556e-05,0.09918273464344639,0.004072930245301409,0.6466393440590097,0.010788800770405995,0.7505552620036781
194,mg1,BO_PI,1000,4,0.00041083134776332054,0.0007676690516009067,7.348919380138869e-08,4.891428050789654e-05,0.09644149539097456,0.03629829470844412,0.6773668075617268,0.02020797662634918,0.8113340858302114
195,mg1,BO_PI,1000,5,5.165897790849006e-06,0.0010391920631371183,3.3676812767949495e-05,2.0726563945143032e-06,0.07916006590832522,0.012577132502445973,0.6424292464975722,-0.0022177926448484677,0.7352465523384338
196,mg1,BO_PI,1000,6,0.00010871916098425548,0.00046799874715625837,4.825776825717746e-06,2.05296118548404e-05,0.07635648388045164,0.0027834352352002598,0.6789287320865595,0.010369460457947788,0.7586707244990324
197,mg1,BO_PI,1000,7,3.0096180945715376e-05,0.00025103480165688814,9.156189315677496e-06,1.1513781365924174e-05,0.08040260445044688,0.0022589382538186053,0.5793836264739229,0.005407959949930761,0.6623469701314727
198,mg1,BO_PI,1000,8,4.945134498603588e-06,0.000501495936419637,1.8285424972102158e-05,6.876631999945036e-06,0.05584752310355476,0.0031466561686783316,0.6233426752921716,0.002143788101427846,0.6828684576922949
199,mg1,BO_PI,1000,9,8.466849844196097e-05,0.0005250504249504738,4.0216671579661835e-06,1.858309221816996e-05,0.07346219802105214,0.0023499147414809394,0.5971340695852643,0.009121961974225384,0.6735785060305659
200,mg2,GA,100,0,1.9957480930145086e-09,0.012525247996220124,3.3178856604749545e-08,3.043714444953229e-08,0.9876833874589697,3.826039435562311e-06,0.008194607111988664,2.439672211024986e-05,1.0084071342183634
201,mg2,GA,100,1,5.145241014364792e-07,0.0017862164749937338,3.522812158068964e-07,9.065013110970027e-07,1.6681079026118355,8.178536497704849e-05,0.2574876132528605,0.0006927972296185686,1.927465291011295
202,mg2,GA,100,2,1.7941799474300546e-09,0.021206996109958753,7.683039650860663e-10,3.396633472342057e-08,0.942533160923083,3.0130526271933514e-05,0.004158875308395039,1.8270022358846118e-05,0.9679291993965276
203,mg2,GA,100,3,5.471494627959438e-10,9.312895315123673e-15,4.246678834183146e-08,4.0479087515286223e-10,0.9312895313641842,1.4080313806037867e-05,0.004654780980070923,5.235693763649338e-06,0.9359584360767991
204,mg2,GA,100,4,3.888823424109764e-09,9.339153863880114e-15,3.548897738775898e-17,1.106991377433954e-17,0.9339153864060171,0.0035628886469297456,0.007949763510160314,2.5648246705316582e-05,0.94542804245194
205,mg2,GA,100,5,4.13810952535715e-09,0.007604299248310264,3.775994289347827e-08,2.3169385497380666e-08,0.9844592887726714,2.3016558287833323e-05,0.010759371110385888,3.112610655780883e-05,1.0028460407570934
206,mg2,GA,100,6,3.0156419349988918e-09,9.318676697555453e-15,9.453614999992885e-11,4.657465844758344e-08,0.9318676697054549,0.0010498864154715448,0.006185391398952906,2.6218316594249954e-05,0.9391029972047252
207,mg2,GA,100,7,6.496662004417084e-10,9.406813883047675e-15,3.44031044115075e-08,3.383090261057041e-10,0.940681388343533,2.7692145251437033e-05,0.004046008978117896,4.784492167659651e-06,0.9447551248579914
208,mg2,GA,100,8,6.960391738306709e-10,0.020958149677599014,2.0372119581333022e-08,5.255160827717071e-09,0.9417356739533572,1.1953486609187575e-05,0.003934185426648639,8.5267439228056e-06,0.9666399888675337
209,mg2,GA,100,9,1.3813219142520942e-09,0.01773623444245721,8.97009014076811e-09,7.048292881734839e-08,0.9824591075326953,7.2618337212784726e-06,0.007248040210795328,2.892281582804919e-05,1.0074507248540099
210,mg2,GA,200,0,1.6516540993135705e-08,0.015694533873539928,2.065790303424344e-07,2.991164209095844e-07,1.1519445102635473,2.247298326608629e-05,0.024709089378759156,0.00012468124468594248,1.1923711287111047
211,mg2,GA,200,1,3.011177814616009e-09,0.0016618387118424362,8.286538496900736e-08,3.7732509389032886e-08,1.1476238125553573,1.1085938709626613e-05,0.022095480294148914,4.8494212030288306e-05,1.1713923411091305
212,mg2,GA,200,2,4.898995957907662e-10,9.3650781042767e-15,1.4386871300113784e-08,5.802939897513933e-09,0.9365078105197152,6.499921799742151e-07,0.003611019854931445,8.490452710624586e-06,0.9401195010465467
213,mg2,GA,200,3,5.174433520916653e-10,9.280504227026818e-15,3.4839450058783924e-08,3.881378327594846e-09,0.9280504226915111,2.037938276389696e-06,0.004532919416865483,8.856494815767737e-06,0.932585419284934
214,mg2,GA,200,4,1.1729019722345598e-09,0.02083327937679234,2.1111198529964682e-08,7.62317885831223e-09,0.9259235281279982,9.512472421260388e-07,0.004831294376966645,1.3020276440091644e-05,0.9515890830362785
215,mg2,GA,200,5,1.9821939940242485e-09,0.020835241416060475,4.7359071775914716e-11,3.5923642088015236e-08,0.9416396151812123,0.0007440477428218513,0.004826933626270462,2.218952516827242e-05,0.9680458759195604
216,mg2,GA,200,6,5.067301246592649e-09,0.00623108610009838,1.1744902748592091e-09,9.333104081603161e-08,0.9701491758036594,3.213672754938251e-05,0.007963269616477241,4.3431299017682344e-05,0.9843757678206168
217,mg2,GA,200,7,2.519547860958033e-09,0.020891125681481534,8.447818011110256e-10,2.7661297820516357e-08,0.9284944752336997,0.0008933596761226471,0.005140829708942588,2.2930025186894514e-05,0.955419821325874
218,mg2,GA,200,8,3.974867192616219e-09,0.007737081300256898,5.780131942859164e-09,9.030686313314193e-08,0.9668143761127819,3.7645843230569364e-05,0.007420575509732754,3.6150720328459056e-05,0.9820097788278643
219,mg2,GA,200,9,9.420779468114676e-10,0.010817050824080977,2.534434756045304e-08,1.3172939672413117e-08,0.9365683237628027,1.7725047244489505e-06,0.005276086628772127,1.490217093627174e-05,0.9526632731797454
220,mg2,GA,500,0,2.2795661584081427e-09,9.262460889381585e-15,6.333867919766148e-10,4.0726965039027146e-08,0.9262460890050807,1.894804933404168e-05,0.004291684485882413,2.3730762265614807e-05,0.9305567651802243
221,mg2,GA,500,1,2.3128407584574774e-09,0.020890130238530175,8.614512427278664e-10,4.2767687853707936e-08,0.9284502332324827,6.677190817662704e-06,0.004280838098792769,2.3409745723461882e-05,0.9536279247026032
222,mg2,GA,500,2,1.4523176549029312e-09,0.00624009070069299,2.0825162239889764e-08,1.966976628344985e-08,1.0015908814547394,7.260059729698746e-06,0.006884897326108726,2.3218477889970025e-05,1.0147231714885168
223,mg2,GA,500,3,8.491859644026687e-10,0.012106064114392582,2.918250242234187e-08,3.6693047139765503e-09,0.9498068202534935,6.599855187777294e-06,0.004898540195429335,7.198534417323487e-06,0.9668180581194963
224,mg2,GA,500,4,3.561461240248187e-10,0.008115341338037436,3.53635556196617e-08,7.045279589050173e-10,0.9802750458758923,1.3764598267523462e-05,0.004842637598166115,1.257990897878751e-06,0.9932468258345931
225,mg2,GA,500,5,2.0948151767771166e-09,9.274631605250436e-15,6.754749629989871e-10,3.409172565039531e-08,0.9274631605000311,7.231633234138825e-05,0.0043219682377822095,2.268952543907079e-05,0.9318574819321798
226,mg2,GA,500,6,3.45330022601591e-09,0.02080108837592919,9.370797041949521e-10,5.018078165347477e-08,0.924492817078392,8.023073774931882e-06,0.005002603943411878,2.7143100075981648e-05,0.9503045870426696
227,mg2,GA,500,7,5.073502994904973e-10,0.020797570491216534,4.44050440826528e-08,3.3785025807256763e-10,0.9243364665763523,3.986397771354961e-06,0.004551001366478884,4.513744652616461e-06,0.9496890700820637
228,mg2,GA,500,8,6.717064510289244e-10,0.012481519396067606,9.237241273797244e-09,6.9539927833851815e-09,0.9818487593782195,4.60687040506481e-06,0.005040891278079047,9.383553516615482e-06,0.9993757937857117
229,mg2,GA,500,9,6.723116664400547e-09,0.008653052632010395,8.529796890190262e-09,2.659502311546044e-07,1.0253543039306479,3.992154717782591e-05,0.013855007574342078,7.838110840187994e-05,1.0479025668873228
230,mg2,GA,1000,0,4.85087965755323e-10,0.020842498976088357,4.201537799566288e-08,4.77077080306979e-10,0.9263332882237945,2.5475613620776642e-06,0.004338007096037875,3.4224179409978704e-06,0.9515163848348258
231,mg2,GA,1000,1,1.1275060030245703e-09,0.001660822510206631,4.552337386735777e-08,2.356700825479786e-08,1.089499575933566,7.907119340885682e-06,0.015128899498832726,2.8178716124494818e-05,1.1062972752798343
232,mg2,GA,1000,2,1.729655767309465e-08,0.004950065205349869,2.939818842116912e-07,1.8833871734088495e-07,1.159478946349037,5.717859475780887e-05,0.02863090092708105,0.00012846340357455303,1.1931175906933849
233,mg2,GA,1000,3,1.112310697774026e-09,0.015677080646545688,3.823419155484373e-08,3.4847513043074784e-08,1.0048753261961627,5.660492626890579e-06,0.006728533357491048,1.885857990004154e-05,1.0272866748868417
234,mg2,GA,1000,4,7.095710658431062e-10,9.232403308136351e-15,2.8610272584755267e-08,2.991685315959356e-09,0.9232403308735103,1.3388579590951886e-06,0.0045374781126211435,8.846653411945542e-06,0.9277791801556288
235,mg2,GA,1000,5,2.3715556178074295e-09,0.007539186644115771,3.4603066891141834e-08,2.2048737936463126e-08,0.9966174666858194,2.123008410714634e-05,0.009495225624576336,2.8314355440064565e-05,1.0136731680619793
236,mg2,GA,1000,6,1.4206086943530705e-09,0.006125030127527812,6.536110541900656e-08,4.3291165377603e-08,1.007217687656176,7.952426327589741e-06,0.009195418041423552,2.4143265136908853e-05,1.0225461983243345
237,mg2,GA,1000,7,9.137918049479507e-09,0.003287742881343919,8.382087835252654e-08,3.296808006236974e-08,1.1557372839153113,2.427872234989437e-05,0.019831940913156453,7.394127143239848e-05,1.178881372359038
238,mg2,GA,1000,8,7.01865148335538e-10,9.241071483383379e-15,3.7759156590447064e-08,6.983860516217034e-10,0.9241071483628697,1.951989248367567e-05,0.004623662940478826,5.725339496559666e-06,0.9287503703552492
239,mg2,GA,1000,9,5.526679210940684e-10,0.015587561637650701,2.440056206343784e-08,2.561408161946485e-09,0.9409144735161717,1.829921175584228e-06,0.004215708337524357,7.3797393371794385e-06,0.9607196009271606
240,mg2,PSO,100,0,3.748491334939024e-09,0.00792959597188136,1.0465579589185146e-07,4.5880635904294325e-08,1.170087898429381,1.5989523581438976e-05,0.019390432837216313,5.542271339581961e-05,1.1974240710469832
241,mg2,PSO,100,1,1.9823037880684604e-06,0.0016170793478494524,3.022435807747033e-06,2.4381537303048335e-06,2.071600941770054,0.0004629037443542535,0.1897203688488803,0.001395125139663731,2.263408736604464
242,mg2,PSO,100,2,7.043397486701171e-08,0.008307889055543336,1.9137716715008034e-08,3.8330894237819765e-07,1.2871221473869443,0.00012750340928974487,0.09822321248257024,0.0002470557248276409,1.3937812252149815
243,mg2,PSO,100,3,2.8794300571600368e-08,0.0019851727761184533,2.2964660534700678e-07,1.2144477570590947e-07,1.3127088404614147,3.0170522717102913e-05,0.0645438789172709,0.00015678294225536827,1.3792684425632027
244,mg2,PSO,100,4,6.894319487903552e-08,0.007981901623741053,1.1863406948618271e-07,2.0340696210666007e-07,1.3034311754424341,0.00036110936372677957,0.10910957614602455,0.0002474330657317906,1.420884153560153
245,mg2,PSO,100,5,2.0982283861015294e-09,0.0076309595792184905,3.0757073598274924e-08,2.191002038724801e-08,1.008749081741935,1.9615933220464878e-05,0.009086090499125945,2.5812554963876926e-05,1.025485802518822
246,mg2,PSO,100,6,9.422585252383622e-09,0.006961854167423698,3.590523134792126e-07,1.2522617312215992e-07,1.1529787190032679,3.2597866560401594e-05,0.023342798474680515,9.237486621617886e-05,1.1833164632130042
247,mg2,PSO,100,7,2.2735059934532833e-07,0.004603353149294426,2.326474061983262e-07,9.499997065685801e-07,1.4916383922695386,8.253691115209505e-05,0.10673928142326229,0.000465116174373503,1.6030649737509597
248,mg2,PSO,100,8,5.551102072089741e-10,0.016894969766774067,1.7791284885949133e-08,1.0789510009768606e-08,0.9938957519772154,2.1807657588808133e-05,0.007246189362706187,1.3105530428748832e-05,1.0180587479001897
249,mg2,PSO,100,9,8.785364298479214e-09,0.01710787292517469,9.566161401621268e-08,7.004681086917255e-08,1.1770161981476823,1.5658061376237122e-05,0.020992036665979114,7.73228708311298e-05,1.2151319402940013
250,mg2,PSO,200,0,1.5708989727004814e-08,0.015768741160546718,2.116875528242167e-07,2.9247281695957617e-07,1.157391163064825,2.203093366254541e-05,0.02390931774262342,0.00012243105879367256,1.1970917727710173
251,mg2,PSO,200,1,2.0125830669545682e-06,0.0016195583496903055,3.0586303922326994e-06,2.4285007216122525e-06,2.0747767306113047,0.0004683031527301132,0.19156032303203374,0.001409456354805685,2.26843241485994
252,mg2,PSO,200,2,7.826245047628605e-08,0.008350414690846197,2.0011299296506532e-08,4.089950368877042e-07,1.2937105462893181,0.0001359641340619341,0.10373972652749584,0.00026328748164513563,1.4059371589105087
253,mg2,PSO,200,3,2.8759174229529258e-08,0.0019724453487565585,2.2637489041929818e-07,1.2133618118713604e-07,1.3042927435778944,3.0132536141366172e-05,0.06481455595401185,0.00015765301044270587,1.37111025388705
254,mg2,PSO,200,4,6.848848429254424e-08,0.007906800184711304,1.1545941526975365e-07,1.990118637348433e-07,1.2911672361498978,0.00035330672432838835,0.10663881544088631,0.0002430007615263946,1.4060665414595872
255,mg2,PSO,200,5,1.8194436638888232e-09,0.007589265188831278,3.071525553519777e-08,2.1413090002853995e-08,1.0032374317875865,1.933562765424651e-05,0.008684875433780576,2.510748617802965e-05,1.0195309619856419
256,mg2,PSO,200,6,9.188978277316316e-09,0.006960921724896212,3.6125654566814256e-07,1.2104029700617365e-07,1.1528242937072548,3.150823307855237e-05,0.02211062045629474,8.921305413108483e-05,1.1819278356073453
257,mg2,PSO,200,7,2.16124639726849e-07,0.004585555410179265,2.2396413742999564e-07,9.396012575254078e-07,1.485871337234281,8.133905019726922e-05,0.10529942563448089,0.00045714584787451566,1.595839037019173
258,mg2,PSO,200,8,4.3087828153908327e-10,0.016891383025941644,1.3657878345921478e-08,9.768852042078301e-09,0.9936847515530639,1.7656662664623114e-05,0.006555885215933419,1.1512592665561382e-05,1.0171497003152123
259,mg2,PSO,200,9,8.82817950707901e-09,0.01708532454954248,9.39773787384608e-08,7.033281600639882e-08,1.1754648770987484,1.540224942810053e-05,0.021125167731147875,7.680786285811689e-05,1.213690944767241
260,mg2,PSO,500,0,1.5995940231102253e-08,0.01571440893276728,2.1042659287592504e-07,2.905671836611806e-07,1.1534032962045175,2.1919627191624934e-05,0.024029463336834506,0.00012265394149309306,1.1931696050910277
261,mg2,PSO,500,1,2.0031198918817128e-06,0.0016130484101216144,3.048127650543036e-06,2.4236232379111126e-06,2.0664370056872907,0.00046677903074195055,0.19106811681705863,0.0014088650518118827,2.2595924248159935
262,mg2,PSO,500,2,7.654312597513709e-08,0.008301428774240923,1.9917968844843443e-08,4.0159024731678924e-07,1.2861212708578535,0.0001336488812732473,0.10193062506825844,0.00025923899160691487,1.3964874716329683
