,microGridType,OptMethod,Iteration,PowerLossDev,FreqDev,DVmin,DVmax,DP,DQ,Imax,PowerLossMean,ObjFunc
41,mg1,BO_PI,1,8.300780848760809e-07,1.4554100044542971e-15,4.766000020414301e-06,4.741216321274665e-06,0.14554100145926374,0.0014641700418987346,0.4061557503415191,0.0005675393087757264,0.5531712591371095
42,mg1,BO_PI,2,2.394040946516842e-06,0.0001590604235526244,1.861064165881927e-05,3.126339913846339e-06,0.11908866389714956,0.004251494262451955,0.5843520752139857,-0.0014670047203693205,0.707875424819659
43,mg1,BO_PI,3,0.00011821109142704285,0.0005309561649953844,3.902915315317821e-06,2.3522116829735952e-05,0.10231962545275582,0.004106807367472255,0.6491014306498493,0.010725372345051323,0.7562044557586448
44,mg1,BO_PI,4,0.0004175083970973374,0.0007630091114442276,7.347192457987774e-08,4.958690310610168e-05,0.0958560717689091,0.03640237462322827,0.686818600517159,0.02028167606612205,0.8203072247928687
45,mg1,BO_PI,5,5.229262478363621e-06,0.0010512303457212754,3.411258255929789e-05,2.08512974831841e-06,0.08007707757159323,0.012652822337840949,0.6475228439803049,-0.0022243668301770003,0.7413454012102463
46,mg1,BO_PI,6,0.00011095470165057891,0.0004693465503709077,5.0958387027109965e-06,2.0828810200502626e-05,0.07657638514102512,0.0027580559718335543,0.6858472194602623,0.010436312675730794,0.7657878864740457
47,mg1,BO_PI,7,2.9826343232148275e-05,0.0002560339519344281,9.165654158500293e-06,1.1542398078073986e-05,0.082003755763772,0.002251453172175796,0.5819654251197404,0.005357713521599954,0.6665272024030914
48,mg1,BO_PI,8,4.630645139959108e-06,0.0005244126586399004,1.8129805712579844e-05,6.859802045356563e-06,0.05839957204485956,0.003138955003413495,0.6237745395866836,0.002064128926259892,0.6858670995464944
49,mg1,BO_PI,9,8.784386342673924e-05,0.0005156858597324859,4.14331491217578e-06,1.906423844501441e-05,0.07215195901963492,0.0024448610100575,0.608973233474795,0.00925154292701325,0.6841967907810039
50,mg2,GA,0,1.8055416455202974e-09,0.012540471588210603,3.233608164098761e-08,3.117596728738155e-08,0.9888838498300467,3.869054919277619e-06,0.007850757366434298,2.4602566295913245e-05,1.0092790131572014
51,mg2,GA,1,4.904956480896724e-07,0.0017804394389205691,3.464797154255072e-07,8.8294502924474e-07,1.662712856903628,8.001612093156502e-05,0.2514586006542817,0.0006767985694324589,1.9160336330381544
52,mg2,GA,2,1.549713843349483e-09,0.021056961539980792,6.960008245017082e-10,3.5492570841157795e-08,0.9358649577408715,3.263655873155544e-05,0.003824959025892648,2.1007537567064583e-05,0.960779552603762
53,mg2,GA,3,1.4597952061906648e-09,9.284817920266453e-15,5.5546184725688905e-08,4.0501257166747824e-10,0.928481792190461,1.7724682482860985e-05,0.006136495494994366,9.27781235224601e-06,0.9346360697789401
54,mg2,GA,4,6.521528887626326e-09,9.225013232687967e-15,5.017280423535856e-17,1.4861630904075712e-17,0.9225013234063794,0.005027463429218062,0.010850267690008087,3.6053080410764285e-05,0.9383790610471437
55,mg2,GA,5,2.29341887567027e-09,0.0076532912670873405,3.233458480303899e-08,2.1100617793299852e-08,0.99080183876129,2.0102086165680983e-05,0.009084916937773064,2.6263841823207824e-05,1.0075602047809376
56,mg2,GA,6,2.2666628878349655e-09,9.297661803459434e-15,8.074371338550944e-11,3.701784032877476e-08,0.9297661802403171,0.0009259069020463686,0.005142364315241365,2.2641945073748893e-05,0.9358344908228612
57,mg2,GA,7,2.5128164371497295e-09,9.265742591359342e-15,5.946228596511048e-08,2.959297081928202e-10,0.9265742591060746,2.603350372662758e-05,0.006361056772845397,1.0964121775991902e-05,0.932961411653688
58,mg2,GA,8,4.894694466016896e-10,0.020743476442702347,2.4431605653298013e-08,5.633477185878129e-09,0.9320895244136743,1.370904746162462e-05,0.00430159239398945,9.836113725264703e-06,0.95714833285238
59,mg2,GA,9,2.925781760889469e-09,0.01746580862499422,1.4773940922314871e-08,7.840626629526812e-08,0.9674794731498346,1.1000095289839187e-05,0.0090669982622875,3.75099850717555e-05,0.9940233762383952
60,mg2,PSO,0,3.912468670511615e-09,0.008007322782844108,1.088999198647445e-07,4.328917812280719e-08,1.1815572344729257,1.647083666519456e-05,0.02059684187388296,5.741387276762121e-05,1.2101780260678845
61,mg2,PSO,1,1.9778804903660016e-06,0.0016122945613147967,3.0113225466988616e-06,2.4328594968657385e-06,2.0654712683530314,0.0004609906446111688,0.18827123081506583,0.001393503652187979,2.255823206436557
62,mg2,PSO,2,7.597751979555621e-08,0.008360585006328405,2.0005253353931057e-08,4.0382479744694097e-07,1.2952862098677875,0.00013428456435003795,0.10301206487319098,0.0002597669352212284,1.4067936441192275
63,mg2,PSO,3,2.9745271249668255e-08,0.0019818204972679525,2.2977089493089158e-07,1.2188016587867079e-07,1.3104921235409723,2.993425792598097e-05,0.06516136978028142,0.00015827625667617562,1.3776656294727796
64,mg2,PSO,4,5.86047134369014e-08,0.00785915396320752,1.048613364289517e-07,1.8314930519322853e-07,1.2833866879264089,0.0003251458474201786,0.09817869971840647,0.00022166695214480246,1.3897500340707982
65,mg2,PSO,5,2.6089806256045226e-09,0.007578351762042349,3.664736112400721e-08,2.2512427352693627e-08,1.0017947679213597,2.208676709645105e-05,0.009659876322392362,2.9495028408863672e-05,1.0190551445416598
66,mg2,PSO,6,8.138113492769888e-09,0.007018618178151263,3.639044709072413e-07,1.2253902825193013e-07,1.162379619223298,3.189837069868092e-05,0.021790084803092104,8.78302440253731e-05,1.1912207151568526
67,mg2,PSO,7,2.160828159350102e-07,0.004633199963274298,2.2273989211799865e-07,9.447635198386594e-07,1.5013097453412254,8.164637915328414e-05,0.10495140380453595,0.00045517694731836395,1.6109773790744168
68,mg2,PSO,8,3.064925621511757e-10,0.017222618817769385,9.16237914721376e-09,1.2473035463654096e-08,1.0131706606429234,1.6513997178295868e-05,0.007123687111531037,1.183285412825308e-05,1.0375335025113093
69,mg2,PSO,9,9.733263927250694e-09,0.017081651948070885,1.0113668402461334e-07,7.222523077079138e-08,1.1752122032896142,1.659427044960358e-05,0.022148508646039716,8.096310325729099e-05,1.214459141249353
70,mg2,BO_EI,0,9.131490679486788e-10,0.021064772089825316,1.900426933268251e-08,7.461197204740378e-09,0.936212093234978,8.597908229161113e-07,0.004451425037534652,1.143874906266898e-05,0.9617291775317764
71,mg2,BO_EI,1,7.707602766390935e-08,0.0043299602258593545,1.9024913251878415e-07,6.531588006220179e-07,1.1418920756934043,6.594907576596552e-05,0.06172975045390198,0.0002720956781251954,1.2080186559328925
72,mg2,BO_EI,2,1.0991499609423348e-08,0.01829817350998351,3.37599837224224e-09,1.7415412546535552e-07,1.0523640013792614,3.653113456094342e-05,0.01575386436158655,7.415414255644813e-05,1.086452758907016
73,mg2,BO_EI,3,4.717472312518468e-10,0.003155654457583756,2.8505318136388774e-08,1.0104859768986327e-08,0.9610474211569773,2.1221214745584253e-06,0.0048759032680512834,8.242673835659117e-06,0.969081140086012
74,mg2,BO_EI,4,6.028083543386336e-10,0.020958069658742123,4.380097880831753e-08,6.222863355170865e-10,0.9314697629236381,2.4263966453652116e-06,0.004555259680456168,3.6893088079049953e-06,0.9569855636855553
75,mg2,BO_EI,5,2.583024544274894e-10,0.013898730541667565,2.079615893445168e-08,4.16688024591054e-09,1.003957104294342,1.0336408100121934e-05,0.00521704700922224,5.595288415212972e-06,1.0230832434746737
76,mg2,BO_EI,6,6.649014398866142e-11,0.010593103323225888,8.412748423836968e-09,1.3250996742393501e-09,0.9713798204014311,4.351923508654147e-05,0.0028309236972159425,2.1290111063101446e-06,0.9848473764612977
77,mg2,BO_EI,7,4.163747206168628e-10,0.020897292077657472,3.806457770766283e-08,3.08653951571787e-09,0.9287685370918655,1.8789649863909544e-06,0.0046248795565616875,7.63334120342546e-06,0.954292629258563
78,mg2,BO_EI,8,2.4355104827333688e-09,0.02100270317295453,5.117124414453445e-10,2.7216855462152778e-08,0.9334534747971729,0.0009162323941797091,0.005403886476999247,2.3628878393608353e-05,0.9607763270053848
79,mg2,BO_EI,9,2.6809450754533694e-09,0.020939388964025737,7.325769405084169e-11,4.009755554724439e-08,0.9306395098032068,0.0008114668355302248,0.0054551610486253035,2.3867657669065824e-05,0.9578455695031464
80,mg2,BO_LCB,0,2.816531449585827e-09,9.28109160681102e-15,7.841607523790407e-10,5.1989282219195054e-08,0.9281091606347671,8.445156169915785e-06,0.005059182962498698,2.899032615198933e-05,0.9331768443434195
81,mg2,BO_LCB,1,5.224604872578517e-10,0.02044176908616985,5.606834622234355e-08,3.6049719823802265e-11,1.004129633793287,1.7958045116017316e-05,0.0055466304209268,6.7799009367362776e-06,1.0301360479723563
82,mg2,BO_LCB,2,4.4024495422528236e-10,0.021194548871152137,2.647084924368907e-08,4.095773689478244e-09,0.9419799501819334,4.62033909545009e-06,0.004032851065862117,7.451271311671795e-06,0.9672120014649109
83,mg2,BO_LCB,3,7.424363761894013e-10,0.02100775099385417,4.131503191761274e-08,7.709001409557347e-10,0.9336778223715446,2.2535266155357972e-06,0.004499765270444031,3.8159261066359614e-06,0.9591876349908268
84,mg2,BO_LCB,4,5.978823677539757e-10,0.021114735340490774,4.131468425909914e-08,4.685973754350061e-10,0.9384326821253336,2.2696477999616976e-06,0.004334960868144845,3.6607827471381997e-06,0.9638846903629332
85,mg2,BO_LCB,5,1.8406726858441174e-09,0.007609534402461115,3.2426933499512016e-08,2.2400836869028914e-08,1.0059168524324529,2.012535257707696e-05,0.008919853994491437,2.6498033134965925e-05,1.0224664228504257
86,mg2,BO_LCB,6,2.302382902578032e-09,0.02091301189718242,2.627947202263729e-17,7.994729150669736e-18,0.9294671960099378,0.002634432615749125,0.0068333640494164455,2.2129503993413848e-05,0.9598480068746688
87,mg2,BO_LCB,7,5.438637511267999e-10,0.021073644949027234,3.601028461317306e-08,4.907852214270693e-10,0.9366064426481602,1.9614012089908267e-06,0.004037419168098237,2.5295669273645014e-06,0.9617195052114282
88,mg2,BO_LCB,8,3.014942458927102e-09,9.341218189582359e-15,1.4370469160416422e-10,3.872536660102451e-08,0.9341218191813734,0.001002902491243275,0.005840750578678096,2.3764202316956667e-05,0.9409655141353178
89,mg2,BO_LCB,9,2.6828278262850777e-09,9.363843266910372e-15,1.0901511935819031e-09,2.6971473193089673e-08,0.9363843266587273,0.001091924916966092,0.005112722211382585,2.2734816758746434e-05,0.9425890045315375
90,mg2,BO_PI,0,2.1104563366593643e-10,0.021175769566339715,2.8592888161088588e-08,3.147866188054679e-10,0.9411453145347063,2.0175741322731367e-05,0.0034936006006267774,3.4768686793925503e-06,0.9658348895617159
91,mg2,BO_PI,1,3.2098936515702844e-09,0.0007448715380323072,8.388332899290414e-09,1.4594605022611706e-07,1.013237714455009,5.657724648133009e-05,0.011326472254007045,5.2571777952207796e-05,1.0253657930378064
92,mg2,BO_PI,2,4.092559462215016e-09,0.017074301466551006,3.527355935939519e-17,2.158309270619266e-17,0.9780401126981433,0.0037080480597368004,0.011073117128341775,4.056724529323652e-05,1.0098955834453325
93,mg2,BO_PI,3,4.754468806212467e-10,0.002864714596004839,2.332687835587568e-08,1.7724702746635365e-09,0.9597531125200314,5.28161039608976e-06,0.0037187910860729044,3.452273196126593e-06,0.9663419253873007
94,mg2,BO_PI,4,2.889896310596824e-10,0.020988123254135058,4.0909399687832804e-08,4.343665555105881e-10,0.9328054782433034,2.4407704619573483e-06,0.004068496953605714,1.2367631992090886e-06,0.957864580854262
95,mg2,BO_PI,5,2.2061798991674393e-09,0.01489381959024946,5.069250414946265e-08,4.284541829704232e-09,0.9310581062306208,2.507117926914697e-06,0.006468984058369507,1.4157601159857786e-05,0.9524234741803925
96,mg2,BO_PI,6,1.4353979712410851e-09,0.00939969124674478,1.824253828989786e-08,9.913414537568661e-09,0.9620191105236945,2.0909292549781716e-06,0.0056221324148091655,1.526209721882034e-05,0.9770430547058542
97,mg2,BO_PI,7,1.1584827045766947e-09,0.0028192990324452448,5.483779186804444e-09,1.893544807329718e-08,0.9406864721359648,7.445389369489528e-06,0.00412058995551714,1.6429460214437212e-05,0.9476338320910066
98,mg2,BO_PI,8,9.918018787604003e-10,0.003384746543907423,1.2611260339967322e-08,3.599505419463313e-08,1.0037930234131478,8.235321833814193e-06,0.00567745452904113,1.9844982388767494e-05,1.0128635094060467
99,mg2,BO_PI,9,7.630103119184838e-10,0.02100411924587204,1.815463762936879e-08,6.387270961154717e-09,0.9335164115321014,8.182495807681647e-07,0.004152592500285358,1.1079856643517425e-05,0.9586739668327584
